"GEO_ID","NAME","B03002_001E","B03002_001M","B03002_002E","B03002_002M","B03002_003E","B03002_003M","B03002_004E","B03002_004M","B03002_005E","B03002_005M","B03002_006E","B03002_006M","B03002_007E","B03002_007M","B03002_008E","B03002_008M","B03002_009E","B03002_009M","B03002_010E","B03002_010M","B03002_011E","B03002_011M","B03002_012E","B03002_012M","B03002_013E","B03002_013M","B03002_014E","B03002_014M","B03002_015E","B03002_015M","B03002_016E","B03002_016M","B03002_017E","B03002_017M","B03002_018E","B03002_018M","B03002_019E","B03002_019M","B03002_020E","B03002_020M","B03002_021E","B03002_021M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Not Hispanic or Latino:","Margin of Error!!Total:!!Not Hispanic or Latino:","Estimate!!Total:!!Not Hispanic or Latino:!!White alone","Margin of Error!!Total:!!Not Hispanic or Latino:!!White alone","Estimate!!Total:!!Not Hispanic or Latino:!!Black or African American alone","Margin of Error!!Total:!!Not Hispanic or Latino:!!Black or African American alone","Estimate!!Total:!!Not Hispanic or Latino:!!American Indian and Alaska Native alone","Margin of Error!!Total:!!Not Hispanic or Latino:!!American Indian and Alaska Native alone","Estimate!!Total:!!Not Hispanic or Latino:!!Asian alone","Margin of Error!!Total:!!Not Hispanic or Latino:!!Asian alone","Estimate!!Total:!!Not Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total:!!Not Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total:!!Not Hispanic or Latino:!!Some other race alone","Margin of Error!!Total:!!Not Hispanic or Latino:!!Some other race alone","Estimate!!Total:!!Not Hispanic or Latino:!!Two or more races:","Margin of Error!!Total:!!Not Hispanic or Latino:!!Two or more races:","Estimate!!Total:!!Not Hispanic or Latino:!!Two or more races:!!Two races including Some other race","Margin of Error!!Total:!!Not Hispanic or Latino:!!Two or more races:!!Two races including Some other race","Estimate!!Total:!!Not Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races","Margin of Error!!Total:!!Not Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races","Estimate!!Total:!!Hispanic or Latino:","Margin of Error!!Total:!!Hispanic or Latino:","Estimate!!Total:!!Hispanic or Latino:!!White alone","Margin of Error!!Total:!!Hispanic or Latino:!!White alone","Estimate!!Total:!!Hispanic or Latino:!!Black or African American alone","Margin of Error!!Total:!!Hispanic or Latino:!!Black or African American alone","Estimate!!Total:!!Hispanic or Latino:!!American Indian and Alaska Native alone","Margin of Error!!Total:!!Hispanic or Latino:!!American Indian and Alaska Native alone","Estimate!!Total:!!Hispanic or Latino:!!Asian alone","Margin of Error!!Total:!!Hispanic or Latino:!!Asian alone","Estimate!!Total:!!Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total:!!Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total:!!Hispanic or Latino:!!Some other race alone","Margin of Error!!Total:!!Hispanic or Latino:!!Some other race alone","Estimate!!Total:!!Hispanic or Latino:!!Two or more races:","Margin of Error!!Total:!!Hispanic or Latino:!!Two or more races:","Estimate!!Total:!!Hispanic or Latino:!!Two or more races:!!Two races including Some other race","Margin of Error!!Total:!!Hispanic or Latino:!!Two or more races:!!Two races including Some other race","Estimate!!Total:!!Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races","Margin of Error!!Total:!!Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races",
"1600000US0622360","El Rancho CDP, California","149","143","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","149","143","45","70","0","14","0","14","0","14","0","14","104","165","0","14","0","14","0","14",
"1600000US0622370","El Rio CDP, California","6343","986","1095","455","987","434","58","56","0","19","25","24","0","19","0","19","25","31","0","19","25","31","5248","903","2036","678","63","92","320","479","0","19","0","19","896","445","1933","610","1858","610","75","85",
"1600000US0622412","El Segundo city, California","16863","89","13362","460","9362","659","473","308","11","15","1948","354","0","21","7","12","1561","391","456","344","1105","272","3501","459","1227","371","0","21","17","21","0","21","0","21","512","196","1745","384","1499","380","246","169",
"1600000US0622454","El Sobrante CDP (Contra Costa County), California","15823","1566","10560","1183","5284","757","1011","337","0","21","3131","728","191","215","58","62","885","339","196","243","689","261","5263","1290","685","295","155","170","89","109","56","62","0","21","2382","728","1896","967","1479","957","417","256",
"1600000US0622457","El Sobrante CDP (Riverside County), California","13206","1492","8922","1214","5364","1094","445","191","0","21","2237","634","0","21","42","46","834","387","83","97","751","371","4284","1020","852","597","10","23","27","50","0","21","0","21","2220","835","1175","528","1163","523","12","35",
"1600000US0622510","El Verano CDP, California","3154","649","2232","537","2156","529","12","29","0","14","1","4","0","14","0","14","63","60","20","32","43","51","922","441","565","413","0","14","16","26","0","14","0","14","140","148","201","167","143","125","58","93",
"1600000US0622524","Elverta CDP, California","4252","612","3522","538","2986","469","112","118","66","70","113","83","0","14","98","74","147","68","12","18","135","66","730","284","410","229","16","28","0","14","4","6","0","14","182","142","118","66","92","59","26","32",
"1600000US0622587","Emerald Lake Hills CDP, California","4396","422","3854","471","3102","425","13","13","0","14","431","157","0","14","0","14","308","231","24","38","284","212","542","230","123","104","0","14","0","14","0","14","0","14","69","59","350","189","261","150","89","93",
"1600000US0622594","Emeryville city, California","12756","35","11462","344","4512","557","2202","385","0","21","3772","565","63","80","300","144","613","200","49","44","564","196","1294","339","338","211","204","221","32","41","12","18","0","21","360","159","348","176","206","146","142","111",
"1600000US0622622","Empire CDP, California","3867","504","1611","431","1503","425","8","6","12","19","0","14","0","14","0","14","88","74","32","37","56","63","2256","469","808","412","0","14","191","286","0","14","0","14","480","265","777","352","777","352","0","14",
"1600000US0622678","Encinitas city, California","61585","72","51903","1777","45501","1614","373","195","93","94","2696","460","84","81","216","129","2940","563","557","241","2383","523","9682","1772","3190","818","16","25","46","44","6","11","0","32","1887","612","4537","1899","4025","1892","512","233",
"1600000US0622790","Escalon city, California","7429","24","5542","459","4813","557","29","48","0","19","46","68","26","40","0","19","628","358","44","47","584","354","1887","460","359","175","9","14","12","20","12","19","0","19","757","298","738","338","522","241","216","186",
"1600000US0622804","Escondido city, California","149913","83","72364","2098","51794","1795","3212","643","196","129","10311","1127","567","378","935","369","5349","787","1057","341","4292","701","77549","2097","18882","1975","196","145","2258","691","231","120","89","79","26834","2626","29059","2064","26835","1917","2224","691",
"1600000US0622846","Esparto CDP, California","3744","935","2223","842","1528","728","420","539","15","25","125","87","0","14","12","22","123","104","0","14","123","104","1521","612","800","530","0","14","0","14","0","14","0","14","202","133","519","354","519","354","0","14",
"1600000US0622972","Etna city, California","701","205","677","201","560","179","12","21","23","18","0","14","0","14","0","14","82","66","0","14","82","66","24","36","0","14","0","14","0","14","0","14","0","14","0","14","24","36","24","36","0","14",
"1600000US0623000","Eucalyptus Hills CDP, California","5976","1544","4602","923","4124","908","291","427","0","19","35","46","0","19","0","19","152","110","0","19","152","110","1374","1250","936","1207","0","19","0","19","0","19","0","19","129","122","309","294","242","243","67","130",
"1600000US0623042","Eureka city, California","26302","60","22580","671","17234","913","581","325","372","149","1479","362","158","132","167","119","2589","536","266","170","2323","500","3722","657","1255","451","27","39","83","102","31","52","18","28","1502","495","806","425","508","263","298","324",
"1600000US0623126","Exeter city, California","10280","31","4615","720","4088","642","14","34","24","32","263","253","0","21","37","44","189","140","0","21","189","140","5665","728","1814","839","1","2","52","59","7","11","0","21","2685","679","1106","418","1016","419","90","62",
"1600000US0623150","Fairbanks Ranch CDP, California","2794","1028","2640","951","1469","510","25","43","0","14","630","436","0","14","0","14","516","495","0","14","516","495","154","253","0","14","0","14","0","14","0","14","0","14","0","14","154","253","154","253","0","14",
"1600000US0623158","Fairfax CDP, California","1654","419","428","192","425","197","0","14","3","17","0","14","0","14","0","14","0","14","0","14","0","14","1226","457","759","475","0","14","69","102","0","14","0","14","250","196","148","110","148","110","0","14",
"1600000US0623168","Fairfax town, California","7523","43","6899","212","6072","317","83","59","6","10","225","109","141","143","52","46","320","149","67","63","253","142","624","209","151","93","0","19","0","19","0","19","0","19","235","217","238","132","232","132","6","15",
"1600000US0623182","Fairfield city, California","119985","50","81850","1958","33092","1597","17988","1450","277","180","20603","1253","1306","433","810","326","7774","1022","652","372","7122","914","38135","1953","10045","1676","337","186","359","161","310","148","403","322","15788","1901","10893","1666","8569","1470","2324","724",
"1600000US0623196","Fairhaven CDP, California","314","136","285","132","257","117","0","14","1","5","0","14","0","14","0","14","27","51","0","14","27","51","29","23","2","6","0","14","0","14","0","14","0","14","17","19","10","13","4","7","6","11",
"1600000US0623210","Fairmead CDP, California","1119","352","224","124","172","111","43","48","9","15","0","14","0","14","0","14","0","14","0","14","0","14","895","373","81","96","0","14","0","14","0","14","0","14","578","344","236","186","236","186","0","14",
"1600000US0623294","Fair Oaks CDP, California","32030","1515","27601","1318","23036","1352","699","207","102","91","1407","337","0","29","372","266","1985","418","385","192","1600","325","4429","896","1389","445","0","29","153","127","8","15","0","29","954","371","1925","564","1784","540","141","102",
"1600000US0623350","Fairview CDP, California","10033","913","7804","821","3524","609","1362","505","36","54","2041","381","30","34","22","28","789","339","103","122","686","338","2229","454","246","141","59","67","37","51","3","10","0","21","1242","407","642","248","519","220","123","87",
"1600000US0623462","Fallbrook CDP, California","32467","2056","15095","1291","12034","1162","750","436","153","115","1106","418","35","42","65","50","952","276","153","109","799","267","17372","1753","4278","1169","121","168","300","187","89","136","6","10","5818","1417","6760","1555","6367","1560","393","210",
"1600000US0623532","Fall River Mills CDP, California","511","257","317","166","255","140","9","17","19","29","0","14","0","14","0","14","34","50","0","14","34","50","194","179","70","91","0","14","27","40","0","14","0","14","0","14","97","149","97","149","0","14",
"1600000US0623616","Farmersville city, California","10336","33","1123","377","998","372","0","21","32","46","27","29","22","30","0","21","44","64","44","64","0","21","9213","374","2276","731","21","46","97","88","10","20","0","21","3519","803","3290","1150","3227","1152","63","75",
"1600000US0623630","Farmington CDP, California","94","98","69","89","19","31","0","14","0","14","50","82","0","14","0","14","0","14","0","14","0","14","25","48","25","48","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14",
"1600000US0623812","Fellows CDP, California","72","29","72","29","70","29","0","14","0","14","0","14","0","14","0","14","2","4","0","14","2","4","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14",
"1600000US0623826","Felton CDP, California","3721","604","3353","542","2833","473","7","10","0","14","73","60","12","24","116","168","312","128","115","109","197","109","368","281","89","118","0","14","31","50","0","14","0","14","193","225","55","54","43","49","12","20",
"1600000US0623910","Ferndale city, California","1525","319","1280","285","1095","243","0","14","2","5","47","66","0","14","0","14","136","101","11","17","125","100","245","164","64","80","0","14","16","27","0","14","0","14","66","86","99","125","92","126","7","12",
"1600000US0623973","Fetters Hot Springs-Agua Caliente CDP, California","3441","702","1646","297","1421","251","6","19","0","14","35","47","0","14","0","14","184","116","118","90","66","72","1795","607","217","140","0","14","12","18","0","14","0","14","1191","622","375","386","367","388","8","14",
"1600000US0623980","Fiddletown CDP, California","187","137","168","135","168","135","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","19","27","0","14","0","14","0","14","0","14","0","14","19","27","0","14","0","14","0","14",
"1600000US0624008","Fieldbrook CDP, California","771","134","740","129","714","129","2","5","2","3","1","3","0","14","2","3","19","19","0","14","19","19","31","21","7","11","0","14","0","14","0","14","0","14","0","14","24","18","18","17","6","6",
"1600000US0624022","Fields Landing CDP, California","512","620","512","620","442","539","70","96","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14",
"1600000US0624092","Fillmore city, California","16665","52","4706","780","3745","892","61","76","0","21","258","158","0","21","12","20","630","338","23","36","607","339","11959","787","5607","1273","0","21","51","71","16","28","0","21","2822","953","3463","1091","3017","1064","446","276",
"1600000US0624134","Firebaugh city, California","8301","17","326","232","254","224","17","27","15","28","12","17","0","19","0","19","28","42","0","19","28","42","7975","232","1712","625","0","19","78","69","0","19","0","19","5084","866","1101","563","1061","546","40","74",
"1600000US0624218","Fish Camp CDP, California","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14",
"1600000US0624477","Florence-Graham CDP, California","61723","2711","4076","662","412","233","3248","664","99","135","131","93","27","33","27","40","132","106","0","32","132","106","57647","2900","11139","1843","231","154","1237","495","76","58","0","32","26468","2329","18496","2117","17656","2104","840","418",
"1600000US0624498","Florin CDP, California","49536","2172","34785","2104","7519","715","5066","885","47","66","17017","1807","2033","848","155","136","2948","842","413","255","2535","811","14751","1956","2027","675","290","217","469","486","274","196","193","302","7505","1496","3993","1060","3267","1034","726","309",
"1600000US0624526","Floriston CDP, California","22","25","22","25","22","25","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14",
"1600000US0624568","Flournoy CDP, California","86","57","63","50","62","50","0","14","0","14","0","14","0","14","0","14","1","3","0","14","1","3","23","25","0","14","0","14","0","14","0","14","0","14","15","21","8","12","0","14","8","12",
"1600000US0624638","Folsom city, California","82140","69","70557","1226","45502","1497","4110","1073","146","81","15940","1342","192","121","375","188","4292","705","496","214","3796","711","11583","1221","3991","750","97","74","178","118","75","59","0","32","2638","638","4604","800","3882","827","722","289",
"1600000US0624680","Fontana city, California","211921","98","68096","2736","26454","1730","17300","1556","559","254","16872","1562","299","156","955","484","5657","1150","921","683","4736","952","143825","2743","19852","1910","539","291","2077","529","426","204","109","137","91750","3224","29072","2593","26343","2540","2729","823",
"1600000US0624722","Foothill Farms CDP, California","37332","2112","29159","1866","17823","1299","4249","777","128","90","4341","1219","43","57","104","83","2471","631","185","100","2286","607","8173","1235","2133","630","168","92","296","219","0","29","0","29","3137","781","2439","729","1883","690","556","261",
"1600000US0624750","Forbestown CDP, California","327","220","327","220","81","59","0","14","61","76","0","14","0","14","21","38","164","213","0","14","164","213","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14",
"1600000US0624764","Ford City CDP, California","4310","871","2092","661","2013","663","0","14","25","31","29","41","8","15","0","14","17","27","0","14","17","27","2218","593","982","471","0","14","0","14","0","14","0","14","715","491","521","320","496","324","25","31",
"1600000US0624792","Foresta CDP, California","57","63","44","49","44","49","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","13","20","13","20","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14",
"1600000US0624834","Foresthill CDP, California","1455","767","709","419","636","419","0","14","73","93","0","14","0","14","0","14","0","14","0","14","0","14","746","631","0","14","0","14","74","111","0","14","0","14","82","125","590","444","590","444","0","14",
"1600000US0624897","Forest Meadows CDP, California","1485","354","1471","354","1405","355","0","14","0","14","0","14","0","14","0","14","66","58","20","35","46","51","14","20","8","19","0","14","0","14","0","14","0","14","6","9","0","14","0","14","0","14",
"1600000US0624918","Forest Ranch CDP, California","1974","837","1759","750","1682","747","0","14","0","14","0","14","0","14","0","14","77","68","0","14","77","68","215","294","60","85","0","14","0","14","0","14","0","14","46","84","109","191","58","100","51","92",
"1600000US0624960","Forestville CDP, California","3862","711","3457","682","2600","580","151","168","9","15","126","103","70","99","34","43","467","386","37","34","430","383","405","174","130","125","0","14","9","16","0","14","0","14","144","129","122","104","122","104","0","14",
"1600000US0625030","Fort Bidwell CDP, California","172","92","156","87","81","61","0","14","75","63","0","14","0","14","0","14","0","14","0","14","0","14","16","25","12","23","0","14","0","14","0","14","0","14","2","3","2","4","2","4","0","14",
"1600000US0625058","Fort Bragg city, California","7001","23","4651","453","3988","445","0","19","70","68","178","120","0","19","37","36","378","154","13","20","365","152","2350","452","832","395","15","26","210","143","0","19","0","19","331","250","962","461","860","478","102","64",
"1600000US0625086","Fort Dick CDP, California","1349","432","1218","417","992","358","0","14","31","36","100","108","27","38","0","14","68","74","20","31","48","51","131","124","99","122","0","14","5","12","0","14","0","14","0","14","27","35","0","14","27","35",
"1600000US0625093","Fort Hunter Liggett CDP, California","1038","206","856","195","730","213","10","17","0","14","72","71","0","14","0","14","44","76","2","5","42","76","182","148","122","96","0","14","7","14","0","14","0","14","6","14","47","59","47","59","0","14",
"1600000US0625114","Fort Irwin CDP, California","8791","1111","6418","1045","4670","956","876","359","34","50","188","95","153","200","0","19","497","273","68","106","429","256","2373","529","1065","383","146","182","4","8","0","19","0","19","147","127","1011","440","901","436","110","94",
"1600000US0625128","Fort Jones city, California","616","178","551","158","467","150","0","14","40","32","0","14","0","14","0","14","44","36","0","14","44","36","65","72","18","22","0","14","0","14","0","14","6","11","0","14","41","68","41","68","0","14",
"1600000US0625296","Fortuna city, California","12413","76","9726","568","8201","591","104","142","223","109","365","253","0","21","32","66","801","235","56","66","745","218","2687","563","448","364","3","29","71","79","0","21","0","21","1460","541","705","318","561","286","144","130",
"1600000US0625300","Fort Washington CDP, California","266","131","191","122","191","122","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","75","68","30","49","0","14","0","14","0","14","0","14","45","73","0","14","0","14","0","14",
"1600000US0625338","Foster City city, California","32964","31","30740","537","10166","758","476","205","47","49","17758","880","46","54","308","233","1939","365","419","204","1520","273","2224","538","699","268","28","46","24","39","18","22","0","29","456","201","999","380","845","373","154","95",
"1600000US0625380","Fountain Valley city, California","56358","54","46536","1307","21571","1400","637","302","66","54","20574","1493","457","386","333","188","2898","686","143","97","2755","685","9822","1308","2695","719","20","33","214","132","26","33","13","24","2692","738","4162","1145","3788","1148","374","151",
"1600000US0625436","Fowler city, California","6930","21","1995","524","1128","395","34","47","4","8","775","314","0","19","0","19","54","50","23","33","31","37","4935","522","1821","542","0","19","34","31","39","63","0","19","1378","553","1663","462","1500","452","163","178",
"1600000US0625488","Franklin CDP (Merced County), California","7487","1211","3325","844","985","465","271","218","0","19","1974","739","0","19","0","19","95","80","0","19","95","80","4162","957","512","347","0","19","49","65","0","19","0","19","2345","942","1256","765","1241","749","15","25",
"1600000US0625506","Franklin CDP (Sacramento County), California","245","307","32","34","32","34","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","213","307","0","14","0","14","0","14","0","14","0","14","213","307","0","14","0","14","0","14",
"1600000US0625534","Frazier Park CDP, California","2322","902","1890","902","1789","907","0","14","0","14","0","14","0","14","0","14","101","116","101","116","0","14","432","265","173","201","0","14","0","14","0","14","0","14","120","128","139","142","139","142","0","14",
"1600000US0625576","Freedom CDP, California","3211","688","927","231","647","210","52","61","0","14","108","80","0","14","2","3","118","78","16","23","102","76","2284","676","515","210","0","14","18","34","16","24","0","14","1064","657","671","357","428","343","243","137",
"1600000US0625590","Freeport CDP, California","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14",
"1600000US0626000","Fremont city, California","228518","57","198973","2086","39408","1989","6428","1317","578","183","142552","2584","1104","348","1123","349","7780","1028","1519","499","6261","840","29545","2091","5034","1083","90","58","515","228","203","98","83","70","16035","1818","7585","1110","6186","1059","1399","370",
"1600000US0626028","French Camp CDP, California","3482","418","1634","346","847","335","398","137","23","26","149","69","0","14","78","123","139","110","0","14","139","110","1848","537","610","525","0","14","0","14","0","14","0","14","200","163","1038","559","913","523","125","144",
"1600000US0626056","French Gulch CDP, California","221","92","205","86","183","81","0","14","0","14","14","22","0","14","0","14","8","8","0","14","8","8","16","19","0","14","0","14","0","14","0","14","0","14","1","4","15","19","15","19","0","14",
"1600000US0626067","French Valley CDP, California","42550","3056","29939","2552","15727","1746","3788","1298","394","287","5639","1254","531","537","201","145","3659","902","302","320","3357","819","12611","2143","3697","1108","378","295","53","83","8","12","0","29","4311","1181","4164","1126","3270","940","894","460",
"1600000US0627000","Fresno city, California","543615","107","268798","2996","134214","2640","34477","1580","2529","465","75354","2081","763","222","2324","675","19137","1573","2417","488","16720","1544","274817","3003","72251","3722","1782","497","5449","1076","1977","575","160","154","90397","4256","102801","4090","94690","4286","8111","1160",
"1600000US0627014","Friant CDP, California","367","163","315","140","240","120","18","27","35","55","0","14","0","14","0","14","22","31","22","31","0","14","52","47","15","27","0","14","0","14","0","14","0","14","18","26","19","31","19","31","0","14",
"1600000US0627080","Fruitdale CDP, California","1203","529","952","409","676","365","0","14","0","14","249","216","0","14","11","17","16","24","0","14","16","24","251","197","34","39","0","14","0","14","0","14","0","14","28","38","189","187","183","187","6","14",
"1600000US0627130","Fruitridge Pocket CDP, California","5675","853","3355","613","952","276","1196","449","18","22","862","359","38","54","12","17","277","208","6","10","271","206","2320","751","409","236","0","19","75","138","41","59","0","19","1220","634","575","306","470","283","105","110",
"1600000US0627190","Fuller Acres CDP, California","695","207","63","56","54","44","0","14","0","14","0","14","0","14","0","14","9","17","0","14","9","17","632","205","271","167","0","14","0","14","0","14","0","14","331","205","30","42","30","42","0","14",
"1600000US0628000","Fullerton city, California","141278","65","85378","2721","42832","2034","2574","642","151","88","34449","2008","257","169","589","291","4526","726","741","313","3785","680","55900","2707","17928","2359","376","256","761","274","195","111","75","75","20047","2135","16518","1921","14649","1877","1869","442",
"1600000US0628014","Fulton CDP, California","637","376","420","244","362","229","0","14","0","14","0","14","0","14","58","99","0","14","0","14","0","14","217","348","161","262","0","14","0","14","0","14","0","14","4","8","52","83","0","14","52","83",
"1600000US0628021","Furnace Creek CDP, California","102","79","79","54","58","51","0","14","19","14","0","14","0","14","0","14","2","3","0","14","2","3","23","32","0","14","0","14","3","4","0","14","0","14","0","14","20","32","20","32","0","14",
"1600000US0628112","Galt city, California","25665","45","14352","1082","11617","1075","491","309","23","25","1211","365","48","73","25","28","937","324","81","47","856","322","11313","1081","3303","770","41","45","283","173","8","14","0","25","5054","1112","2624","696","2302","677","322","240",
"1600000US0628154","Garberville CDP, California","1568","532","1321","423","1198","389","0","14","69","98","9","15","0","14","0","14","45","53","0","14","45","53","247","244","44","65","0","14","0","14","0","14","0","14","34","53","169","234","169","234","0","14",
"1600000US0628168","Gardena city, California","59765","60","33534","1700","4481","623","11028","1504","167","173","14601","1125","50","46","670","355","2537","869","422","317","2115","815","26231","1690","4034","922","241","157","906","417","255","187","0","32","13156","1339","7639","1145","6508","1163","1131","378",
"1600000US0628182","Garden Acres CDP, California","10417","1281","1633","447","1191","418","129","118","56","43","225","133","0","21","0","21","32","31","0","21","32","31","8784","1275","2238","797","0","21","179","171","0","21","0","21","3453","863","2914","990","2609","960","305","198",
"1600000US0628210","Garden Farms CDP, California","248","173","217","158","217","158","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","31","50","0","14","0","14","12","19","0","14","0","14","0","14","19","32","0","14","19","32",
"1600000US0629000","Garden Grove city, California","170603","85","106432","2660","28578","1424","1904","619","200","121","70440","2448","504","301","804","440","4002","832","833","619","3169","485","64171","2658","19918","1911","279","268","1192","515","599","546","24","35","23676","1699","18483","1988","17334","1924","1149","336",
"1600000US0629070","Garey CDP, California","38","29","32","26","32","26","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","6","10","3","5","0","14","0","14","0","14","0","14","0","14","3","6","0","14","3","6",
"1600000US0629112","Garnet CDP, California","6979","1336","1372","427","1093","357","23","32","0","19","177","228","35","58","0","19","44","44","6","10","38","43","5607","1303","1420","758","4","21","72","105","46","69","0","19","1571","772","2494","918","2313","881","181","208",
"1600000US0629154","Gasquet CDP, California","392","159","352","159","292","133","0","14","0","14","0","14","0","14","0","14","60","78","0","14","60","78","40","50","0","14","0","14","0","14","0","14","0","14","40","50","0","14","0","14","0","14",
"1600000US0629252","Gazelle CDP, California","104","52","102","51","102","51","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","2","4","0","14","0","14","0","14","0","14","0","14","0","14","2","4","2","4","0","14",
"1600000US0629350","Georgetown CDP, California","2580","814","2301","775","2116","743","9","16","19","27","67","51","0","14","0","14","90","78","0","14","90","78","279","152","206","136","0","14","9","17","0","14","0","14","17","24","47","48","47","48","0","14",
"1600000US0629392","Gerber CDP, California","934","271","243","123","221","126","0","14","2","6","0","14","0","14","0","14","20","28","0","14","20","28","691","266","90","118","0","14","0","14","0","14","0","14","282","186","319","234","299","235","20","37",
"1600000US0629420","Geyserville CDP, California","830","236","464","138","425","132","0","14","0","14","7","10","0","14","0","14","32","33","0","14","32","33","366","201","91","83","0","14","0","14","0","14","0","14","159","161","116","83","116","83","0","14",
"1600000US0629504","Gilroy city, California","58561","71","23803","1273","14058","948","1115","480","39","36","5662","603","147","129","283","156","2499","783","378","190","2121","759","34758","1271","8453","1377","128","105","734","296","98","53","54","54","7939","1318","17352","1922","15514","1846","1838","534",
"1600000US0629714","Glencoe CDP, California","333","191","333","191","333","191","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14",
"1600000US0630000","Glendale city, California","192270","67","156767","2245","119803","2870","2969","641","83","52","25472","1589","282","164","925","329","7233","1378","1196","789","6037","1226","35503","2253","9863","1205","222","161","802","358","168","109","0","32","16562","2048","7886","1317","6728","1225","1158","300",
"1600000US0630014","Glendora city, California","51350","53","30978","1075","21243","1151","1352","392","81","74","5899","639","95","120","353","179","1955","417","277","157","1678","370","20372","1079","5582","839","37","33","422","195","157","138","2","5","6425","854","7747","1130","6184","1006","1563","440",
"1600000US0630028","Glen Ellen CDP, California","1084","756","1020","751","996","749","0","14","0","14","0","14","0","14","0","14","24","31","0","14","24","31","64","88","10","16","0","14","0","14","0","14","0","14","54","86","0","14","0","14","0","14",
"1600000US0630126","Glennville CDP, California","33","34","33","34","28","30","0","14","5","10","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14",
"1600000US0630282","Golden Hills CDP, California","10445","1547","7418","799","6754","868","8","16","0","21","142","82","12","28","120","229","382","198","0","21","382","198","3027","1442","1639","1242","71","115","30","40","0","21","0","21","872","553","415","263","337","219","78","96",
"1600000US0630339","Gold Mountain CDP, California","91","118","91","118","91","118","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14",
"1600000US0630345","Gold River CDP, California","7661","909","6930","928","5354","866","150","167","0","19","1105","295","29","50","23","38","269","133","23","34","246","130","731","297","197","142","28","46","0","19","22","40","0","19","177","139","307","214","286","213","21","43",
"1600000US0630378","Goleta city, California","32693","42","20696","1100","14709","1023","645","261","0","29","3671","600","0","29","60","56","1611","371","288","157","1323","348","11997","1099","2117","591","91","89","139","94","55","67","6","11","5237","867","4352","1092","3823","1048","529","264",
"1600000US0630392","Gonzales city, California","8526","24","605","218","412","188","44","58","28","42","89","94","0","19","0","19","32","37","18","29","14","23","7921","220","700","479","0","19","49","53","0","19","0","19","5298","697","1874","654","1664","673","210","290",
"1600000US0630410","Good Hope CDP, California","8315","1489","1108","349","735","292","180","150","21","33","39","61","0","19","77","124","56","53","40","50","16","18","7207","1417","1128","483","18","27","231","238","0","19","0","19","4552","1249","1278","471","1194","470","84","91",
"1600000US0630412","Goodmanville CDP, California","193","162","188","165","188","165","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","5","10","5","10","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14",
"1600000US0630420","Goodyears Bar CDP, California","91","99","91","99","91","99","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14",
