"GEO_ID","NAME","B03002_001E","B03002_001M","B03002_002E","B03002_002M","B03002_003E","B03002_003M","B03002_004E","B03002_004M","B03002_005E","B03002_005M","B03002_006E","B03002_006M","B03002_007E","B03002_007M","B03002_008E","B03002_008M","B03002_009E","B03002_009M","B03002_010E","B03002_010M","B03002_011E","B03002_011M","B03002_012E","B03002_012M","B03002_013E","B03002_013M","B03002_014E","B03002_014M","B03002_015E","B03002_015M","B03002_016E","B03002_016M","B03002_017E","B03002_017M","B03002_018E","B03002_018M","B03002_019E","B03002_019M","B03002_020E","B03002_020M","B03002_021E","B03002_021M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Not Hispanic or Latino:","Margin of Error!!Total:!!Not Hispanic or Latino:","Estimate!!Total:!!Not Hispanic or Latino:!!White alone","Margin of Error!!Total:!!Not Hispanic or Latino:!!White alone","Estimate!!Total:!!Not Hispanic or Latino:!!Black or African American alone","Margin of Error!!Total:!!Not Hispanic or Latino:!!Black or African American alone","Estimate!!Total:!!Not Hispanic or Latino:!!American Indian and Alaska Native alone","Margin of Error!!Total:!!Not Hispanic or Latino:!!American Indian and Alaska Native alone","Estimate!!Total:!!Not Hispanic or Latino:!!Asian alone","Margin of Error!!Total:!!Not Hispanic or Latino:!!Asian alone","Estimate!!Total:!!Not Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total:!!Not Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total:!!Not Hispanic or Latino:!!Some other race alone","Margin of Error!!Total:!!Not Hispanic or Latino:!!Some other race alone","Estimate!!Total:!!Not Hispanic or Latino:!!Two or more races:","Margin of Error!!Total:!!Not Hispanic or Latino:!!Two or more races:","Estimate!!Total:!!Not Hispanic or Latino:!!Two or more races:!!Two races including Some other race","Margin of Error!!Total:!!Not Hispanic or Latino:!!Two or more races:!!Two races including Some other race","Estimate!!Total:!!Not Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races","Margin of Error!!Total:!!Not Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races","Estimate!!Total:!!Hispanic or Latino:","Margin of Error!!Total:!!Hispanic or Latino:","Estimate!!Total:!!Hispanic or Latino:!!White alone","Margin of Error!!Total:!!Hispanic or Latino:!!White alone","Estimate!!Total:!!Hispanic or Latino:!!Black or African American alone","Margin of Error!!Total:!!Hispanic or Latino:!!Black or African American alone","Estimate!!Total:!!Hispanic or Latino:!!American Indian and Alaska Native alone","Margin of Error!!Total:!!Hispanic or Latino:!!American Indian and Alaska Native alone","Estimate!!Total:!!Hispanic or Latino:!!Asian alone","Margin of Error!!Total:!!Hispanic or Latino:!!Asian alone","Estimate!!Total:!!Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total:!!Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total:!!Hispanic or Latino:!!Some other race alone","Margin of Error!!Total:!!Hispanic or Latino:!!Some other race alone","Estimate!!Total:!!Hispanic or Latino:!!Two or more races:","Margin of Error!!Total:!!Hispanic or Latino:!!Two or more races:","Estimate!!Total:!!Hispanic or Latino:!!Two or more races:!!Two races including Some other race","Margin of Error!!Total:!!Hispanic or Latino:!!Two or more races:!!Two races including Some other race","Estimate!!Total:!!Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races","Margin of Error!!Total:!!Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races",
"1600000US0600135","Acalanes Ridge CDP, California","1025","239","948","240","767","247","0","14","1","4","151","114","0","14","0","14","29","36","0","14","29","36","77","75","42","59","0","14","0","14","0","14","0","14","0","14","35","45","35","45","0","14",
"1600000US0600156","Acampo CDP, California","278","265","258","260","258","260","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","20","30","20","30","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14",
"1600000US0600212","Acton CDP, California","7721","792","4902","674","4462","656","30","28","0","19","164","108","0","19","34","38","212","133","41","64","171","110","2819","708","832","409","0","19","21","35","4","7","0","19","1419","598","543","367","479","370","64","59",
"1600000US0600296","Adelanto city, California","38010","42","11954","1018","3503","573","5789","979","75","69","577","268","32","66","308","312","1670","733","194","185","1476","674","26056","1018","6345","1625","434","318","353","154","79","134","61","129","7610","1281","11174","1715","10631","1720","543","247",
"1600000US0600310","Adin CDP, California","91","76","88","75","85","79","0","14","0","14","3","11","0","14","0","14","0","14","0","14","0","14","3","11","0","14","0","14","0","14","0","14","0","14","3","11","0","14","0","14","0","14",
"1600000US0600394","Agoura Hills city, California","19881","45","16847","847","13660","972","126","98","0","21","1565","352","23","39","232","196","1241","463","98","94","1143","464","3034","848","517","309","25","40","0","21","0","21","0","21","1703","811","789","285","695","272","94","93",
"1600000US0600450","Agua Dulce CDP, California","2768","550","1970","466","1689","438","2","8","53","77","88","95","0","14","0","14","138","94","7","11","131","94","798","235","204","139","0","14","86","103","0","14","0","14","294","237","214","122","183","114","31","39",
"1600000US0600464","Aguanga CDP, California","756","465","609","392","579","381","0","14","0","14","13","32","0","14","0","14","17","30","0","14","17","30","147","161","0","14","0","14","0","14","0","14","0","14","0","14","147","161","147","161","0","14",
"1600000US0600478","Ahwahnee CDP, California","1532","433","1321","400","1221","405","4","7","0","14","15","26","3","7","0","14","78","63","45","51","33","38","211","119","20","26","49","79","17","28","0","14","0","14","83","87","42","35","38","33","4","8",
"1600000US0600535","Airport CDP, California","1258","479","475","254","397","259","0","14","0","14","21","41","0","14","0","14","57","50","31","39","26","35","783","456","174","184","0","14","124","169","8","16","0","14","166","156","311","345","297","346","14","29",
"1600000US0600562","Alameda city, California","76876","48","65961","1033","31153","1467","4572","934","191","96","23038","1511","333","222","851","414","5823","796","907","372","4916","652","10915","1038","2204","503","87","57","176","119","216","129","14","23","2868","546","5350","819","3962","728","1388","386",
"1600000US0600618","Alamo CDP, California","14441","1268","13368","1153","10833","1052","91","123","1","2","1508","329","0","21","60","72","875","350","214","223","661","249","1073","450","223","147","3","16","0","21","0","21","0","21","327","330","520","295","362","260","158","143",
"1600000US0600674","Albany city, California","19768","41","17206","504","8688","561","647","224","7","10","5690","673","4","9","321","175","1849","420","175","109","1674","413","2562","506","570","163","89","126","67","57","76","77","0","21","656","267","1104","355","871","328","233","91",
"1600000US0600716","Albion CDP, California","214","88","200","92","173","86","0","14","0","14","18","30","0","14","0","14","9","21","0","14","9","21","14","25","7","17","0","14","0","14","0","14","0","14","7","17","0","14","0","14","0","14",
"1600000US0600786","Alderpoint CDP, California","62","103","62","103","62","103","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14",
"1600000US0600884","Alhambra city, California","81483","63","52917","1433","6884","679","1973","618","232","143","41397","1462","136","118","410","287","1885","408","295","161","1590","377","28566","1435","5188","855","83","62","722","290","248","131","0","32","15172","1207","7153","861","5896","761","1257","448",
"1600000US0600898","Alhambra Valley CDP, California","937","394","929","396","674","290","115","182","0","14","33","35","0","14","0","14","107","111","0","14","107","111","8","13","8","13","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14",
"1600000US0600947","Aliso Viejo city, California","51320","50","41394","1176","28385","1496","1015","339","0","32","8585","1330","3","6","160","150","3246","540","497","290","2749","429","9926","1174","2896","587","90","91","58","49","76","72","14","22","3081","1048","3711","797","3068","744","643","296",
"1600000US0600982","Alleghany CDP, California","35","52","35","52","35","52","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14",
"1600000US0600996","Allendale CDP, California","1915","450","1493","367","1141","345","108","118","0","14","98","113","0","14","0","14","146","161","59","104","87","119","422","269","101","112","0","14","0","14","0","14","0","14","162","170","159","116","159","116","0","14",
"1600000US0601010","Allensworth CDP, California","443","138","28","36","3","5","21","36","0","14","4","5","0","14","0","14","0","14","0","14","0","14","415","135","71","47","0","14","0","14","0","14","0","14","240","94","104","85","104","85","0","14",
"1600000US0601094","Almanor CDP, California","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14",
"1600000US0601150","Alondra Park CDP, California","8262","722","3772","529","1906","355","236","146","58","88","1260","290","0","19","7","23","305","233","182","217","123","88","4490","692","582","279","0","19","467","379","62","58","0","19","2157","659","1222","536","1177","529","45","54",
"1600000US0601164","Alpaugh CDP, California","853","369","117","96","90","65","0","14","0","14","7","12","0","14","0","14","20","33","0","14","20","33","736","359","331","325","0","14","0","14","0","14","0","14","238","122","167","101","156","101","11","18",
"1600000US0601192","Alpine CDP, California","15470","1273","12315","1099","11057","1218","275","266","7","15","404","277","57","55","56","53","459","160","18","34","441","160","3155","758","1067","618","35","44","14","38","12","19","0","21","873","473","1154","400","980","338","174","188",
"1600000US0601228","Alpine Village CDP, California","195","78","195","78","166","73","0","14","17","23","8","8","0","14","0","14","4","7","4","7","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14",
"1600000US0601276","Alta CDP, California","740","235","709","234","644","232","2","8","0","14","0","14","0","14","54","54","9","14","0","14","9","14","31","30","0","14","0","14","0","14","0","14","0","14","0","14","31","30","31","30","0","14",
"1600000US0601290","Altadena CDP, California","41921","1939","30517","1620","17479","1240","7398","1025","60","52","2225","479","0","29","437","234","2918","675","558","282","2360","619","11404","1216","1808","431","157","119","462","224","145","104","0","29","4574","1265","4258","757","3671","696","587","286",
"1600000US0601358","Alta Sierra CDP (Kern County), California","13","22","13","22","13","22","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14",
"1600000US0601360","Alta Sierra CDP (Nevada County), California","7061","738","6545","708","6320","707","18","58","110","111","0","19","0","19","18","28","79","85","17","28","62","81","516","192","233","148","0","19","0","19","0","19","0","19","125","116","158","121","32","38","126","111",
"1600000US0601416","Alto CDP, California","866","316","770","339","674","315","16","28","0","14","80","125","0","14","0","14","0","14","0","14","0","14","96","138","0","14","0","14","0","14","0","14","0","14","7","12","89","138","89","138","0","14",
"1600000US0601444","Alturas city, California","2703","18","2286","212","1915","279","33","35","71","90","0","14","0","14","69","103","198","80","0","14","198","80","417","209","114","113","0","14","14","18","0","14","0","14","211","156","78","77","14","17","64","76",
"1600000US0601458","Alum Rock CDP, California","11619","1286","3729","670","1184","368","38","44","7","11","2390","642","32","29","40","40","38","37","0","21","38","37","7890","1272","1087","435","11","16","20","29","0","21","0","21","4991","962","1781","1043","1695","1044","86","61",
"1600000US0601514","Amador City city, California","222","102","205","95","202","94","0","14","0","14","3","6","0","14","0","14","0","14","0","14","0","14","17","17","12","14","0","14","0","14","0","14","0","14","3","6","2","5","2","5","0","14",
"1600000US0601518","Amador Pines CDP, California","960","246","900","233","831","222","0","14","0","14","0","14","7","9","16","26","46","55","0","14","46","55","60","53","0","14","0","14","0","14","0","14","0","14","0","14","60","53","15","15","45","58",
"1600000US0601640","American Canyon city, California","21698","64","14954","646","4444","581","1216","233","39","44","7116","586","260","128","117","110","1762","393","102","72","1660","393","6744","647","2067","621","27","32","115","93","250","198","0","25","2886","640","1399","366","1161","367","238","129",
"1600000US0601651","Amesti CDP, California","2905","406","1317","363","1185","331","0","14","0","14","20","22","13","22","0","14","99","100","8","13","91","98","1588","361","675","358","0","14","14","21","10","11","0","14","520","322","369","202","348","204","21","20",
"1600000US0602000","Anaheim city, California","344553","138","163577","3502","79941","2666","7845","1249","262","133","63377","2820","1576","459","1148","425","9428","963","1004","324","8424","1013","180976","3501","62000","3486","786","362","3191","915","794","238","79","57","53706","3304","60420","3675","56738","3659","3682","550",
"1600000US0602028","Anchor Bay CDP, California","770","623","291","177","284","176","0","14","0","14","0","14","0","14","0","14","7","11","0","14","7","11","479","589","19","30","0","14","0","14","0","14","0","14","0","14","460","588","460","588","0","14",
"1600000US0602042","Anderson city, California","11282","24","9639","411","8609","546","4","11","294","180","294","182","0","21","130","127","308","172","102","79","206","149","1643","412","133","107","0","21","25","28","29","48","0","21","845","361","611","319","233","134","378","303",
"1600000US0602112","Angels city, California","3721","20","3619","73","3314","177","16","37","51","54","4","8","0","14","0","14","234","168","41","45","193","155","102","70","12","15","0","14","19","24","0","14","0","14","31","56","40","34","40","34","0","14",
"1600000US0602168","Angwin CDP, California","2774","377","2167","376","1353","327","92","64","0","14","376","97","0","14","12","16","334","233","180","216","154","92","607","181","240","130","44","58","60","47","17","20","0","14","124","80","122","61","79","43","43","43",
"1600000US0602210","Antelope CDP, California","49080","2252","42148","2377","27124","2121","5324","1095","137","87","5908","960","532","448","396","219","2727","760","280","161","2447","706","6932","1322","2313","904","112","90","320","209","163","148","0","29","1742","576","2282","656","1747","556","535","276",
"1600000US0602252","Antioch city, California","115759","110","74016","2229","27990","1732","22142","1576","388","236","15234","1613","1199","620","303","198","6760","1186","1256","460","5504","1087","41743","2239","6124","1206","624","326","1483","639","463","266","124","137","20436","2018","12489","1803","10435","1712","2054","734",
"1600000US0602294","Anza CDP, California","1842","632","1223","486","1107","453","0","14","0","14","116","176","0","14","0","14","0","14","0","14","0","14","619","415","82","52","0","14","84","133","172","252","0","14","97","60","184","294","184","294","0","14",
"1600000US0602364","Apple Valley town, California","75478","40","45780","1746","33397","1958","5421","1171","316","297","2482","853","126","115","364","219","3674","1227","415","230","3259","1258","29698","1742","9613","1684","330","241","432","276","261","205","0","32","6569","1224","12493","1730","11120","1634","1373","495",
"1600000US0602378","Aptos CDP, California","6124","898","5064","679","4685","654","3","6","0","19","187","116","0","19","39","45","150","97","18","25","132","88","1060","740","341","223","0","19","3","5","0","19","0","19","603","641","113","81","98","78","15","21",
"1600000US0602382","Aptos Hills-Larkin Valley CDP, California","1999","362","1581","341","1377","318","0","14","0","14","182","122","0","14","0","14","22","33","0","14","22","33","418","236","47","47","0","14","35","43","0","14","8","13","306","223","22","26","22","26","0","14",
"1600000US0602420","Arbuckle CDP, California","3209","587","656","340","456","174","0","14","0","14","0","14","0","14","0","14","200","275","0","14","200","275","2553","541","1093","448","0","14","13","20","11","18","0","14","909","413","527","374","501","370","26","31",
"1600000US0602462","Arcadia city, California","55550","68","46427","1291","10953","1090","665","290","276","249","31785","1563","210","300","172","123","2366","720","160","126","2206","697","9123","1292","2621","974","10","16","65","70","115","97","0","32","3057","967","3255","921","2826","839","429","346",
"1600000US0602476","Arcata city, California","18578","29","15716","521","13176","657","386","189","109","79","412","174","84","96","279","156","1270","323","358","195","912","290","2862","521","557","202","61","85","112","106","0","21","14","27","1026","327","1092","311","758","238","334","208",
"1600000US0602553","Arden-Arcade CDP, California","96319","2752","76468","2568","48112","2333","8183","1092","277","162","10746","1709","426","270","838","302","7886","1228","1408","503","6478","1176","19851","2169","4399","1056","107","75","372","250","203","137","3","6","9519","1723","5248","1019","3553","841","1695","476",
"1600000US0602700","Armona CDP, California","4084","1007","1060","371","404","237","45","62","17","33","439","296","0","14","0","14","155","158","121","150","34","62","3024","968","972","615","0","14","93","139","0","14","0","14","1530","712","429","297","429","297","0","14",
"1600000US0602770","Arnold CDP, California","2276","448","2115","441","1961","421","0","14","67","90","36","45","0","14","0","14","51","65","0","14","51","65","161","158","14","21","0","14","0","14","0","14","0","14","102","132","45","56","45","56","0","14",
"1600000US0602812","Aromas CDP, California","2846","801","1922","571","1720","539","13","21","0","14","10","16","0","14","0","14","179","122","0","14","179","122","924","522","117","142","0","14","187","258","0","14","0","14","301","405","319","245","221","192","98","92",
"1600000US0602868","Arroyo Grande city, California","18412","42","15333","604","13409","754","78","61","42","38","673","213","0","21","63","76","1068","318","226","153","842","263","3079","607","672","252","0","21","28","28","0","21","0","21","405","228","1974","593","1632","585","342","188",
"1600000US0602896","Artesia city, California","16044","28","10530","786","2255","517","812","809","0","21","6888","1036","327","305","137","163","111","57","27","29","84","50","5514","787","802","369","6","15","112","110","64","72","93","100","2726","769","1711","512","1273","422","438","338",
"1600000US0602910","Artois CDP, California","232","160","96","98","96","98","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","136","123","11","16","0","14","0","14","0","14","0","14","125","123","0","14","0","14","0","14",
"1600000US0602924","Arvin city, California","19478","23","1055","306","572","219","192","144","8","13","129","93","0","21","82","104","72","80","0","21","72","80","18423","307","6818","992","0","21","141","81","0","21","0","21","5786","962","5678","943","5599","938","79","62",
"1600000US0602980","Ashland CDP, California","22784","1528","12435","1175","2168","462","4198","848","117","72","4724","799","257","198","212","226","759","299","22","36","737","299","10349","1318","1769","653","167","115","22","49","394","334","43","53","6147","1263","1807","488","1524","436","283","194",
"1600000US0603026","Aspen Springs CDP, California","241","200","241","200","241","200","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14",
"1600000US0603064","Atascadero city, California","29735","35","22870","869","19903","884","192","173","65","70","634","214","10","18","159","142","1907","536","408","274","1499","444","6865","868","2447","706","0","25","161","136","604","606","0","25","1440","409","2213","542","1519","519","694","270",
"1600000US0603092","Atherton town, California","7021","37","6198","317","4470","374","57","54","4","6","1304","317","13","18","0","19","350","131","18","21","332","124","823","317","430","272","0","19","0","19","0","19","0","19","111","82","282","109","231","102","51","34",
"1600000US0603162","Atwater city, California","32013","68","13620","1157","9375","954","1073","303","14","20","1687","591","324","187","49","72","1098","364","231","196","867","312","18393","1150","3464","923","33","38","407","243","99","87","0","29","11824","1166","2566","618","2138","564","428","230",
"1600000US0603190","Auberry CDP, California","3043","533","2748","547","2264","542","2","5","263","137","5","9","0","14","27","36","187","100","6","7","181","99","295","166","77","93","0","14","3","6","0","14","0","14","28","26","187","134","143","118","44","52",
"1600000US0603204","Auburn city, California","13758","28","11729","591","10147","681","93","84","34","37","316","194","70","77","19","22","1050","454","649","434","401","152","2029","590","961","508","0","21","7","12","17","20","0","21","376","259","668","298","618","289","50","64",
"1600000US0603205","Auburn Lake Trails CDP, California","3861","552","3357","610","3164","635","0","14","0","14","69","49","0","14","0","14","124","128","27","44","97","118","504","284","142","125","0","14","0","14","23","35","0","14","46","52","293","247","293","247","0","14",
"1600000US0603209","August CDP, California","8471","1806","1297","522","812","307","51","24","10","19","67","88","0","19","0","19","357","277","122","150","235","240","7174","1755","1473","680","0","19","120","85","52","70","0","19","2982","841","2547","1651","2527","1650","20","34",
"1600000US0603274","Avalon city, California","3373","13","1167","414","1158","415","5","21","0","14","4","5","0","14","0","14","0","14","0","14","0","14","2206","413","1195","484","0","14","0","14","0","14","0","14","256","237","755","420","755","420","0","14",
"1600000US0603302","Avenal city, California","13441","36","1815","296","1050","242","421","132","62","40","146","95","32","37","4","8","100","42","12","15","88","42","11626","298","1822","737","23","23","210","230","3","6","0","21","6438","1041","3130","815","3096","810","34","29",
"1600000US0603316","Avery CDP, California","199","153","199","153","199","153","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14",
"1600000US0603330","Avila Beach CDP, California","1365","513","1268","483","1268","483","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","97","76","27","42","0","14","0","14","0","14","0","14","0","14","70","65","70","65","0","14",
"1600000US0603344","Avocado Heights CDP, California","12934","1188","2357","603","640","259","191","196","0","21","1382","459","6","8","28","34","110","93","49","68","61","55","10577","1180","1720","557","0","21","32","46","46","55","0","21","6047","1172","2732","911","2505","901","227","210",
"1600000US0603386","Azusa city, California","49318","61","17313","1145","7378","633","1237","374","137","115","7217","905","46","45","277","226","1021","327","102","80","919","294","32005","1151","8263","1387","177","137","437","248","199","105","25","27","13192","1477","9712","1520","9191","1482","521","214",
"1600000US0603512","Baker CDP, California","482","197","105","94","91","90","0","14","0","14","14","22","0","14","0","14","0","14","0","14","0","14","377","177","173","103","0","14","0","14","0","14","0","14","52","76","152","121","152","121","0","14",
"1600000US0603526","Bakersfield city, California","408366","97","189557","3026","118598","3172","23518","1491","1338","425","30480","1536","532","204","2142","1114","12949","1324","2109","499","10840","1262","218809","3010","72984","4420","1577","538","3856","847","1250","487","314","209","67532","3928","71296","3873","64687","3831","6609","1375",
"1600000US0603546","Bakersfield Country Club CDP, California","1790","256","1077","320","866","265","0","14","3","6","0","14","0","14","32","55","176","190","33","47","143","185","713","291","238","155","0","14","6","10","0","14","0","14","216","173","253","170","253","170","0","14",
"1600000US0603666","Baldwin Park city, California","70720","41","19118","1545","2150","456","542","228","144","111","15583","1363","37","50","94","72","568","216","43","60","525","195","51602","1537","11945","1498","96","85","2266","605","122","100","0","32","20749","1694","16424","1578","15945","1562","479","270",
"1600000US0603694","Ballard CDP, California","796","249","724","236","668","247","0","14","0","14","18","17","0","14","0","14","38","39","7","11","31","33","72","51","15","20","0","14","0","14","0","14","0","14","0","14","57","45","57","45","0","14",
"1600000US0603708","Ballico CDP, California","538","222","281","158","281","158","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","257","138","4","7","0","14","0","14","0","14","0","14","233","133","20","22","20","22","0","14",
"1600000US0603792","Bangor CDP, California","459","161","420","156","409","153","0","14","11","14","0","14","0","14","0","14","0","14","0","14","0","14","39","37","16","25","0","14","0","14","0","14","0","14","23","26","0","14","0","14","0","14",
"1600000US0603820","Banning city, California","30680","48","15483","1015","10778","871","1904","512","231","199","1534","374","0","29","115","98","921","450","69","47","852","455","15197","1014","3045","652","112","93","531","285","67","62","0","29","5862","915","5580","1028","4624","975","956","522",
"1600000US0604030","Barstow city, California","25198","64","13217","1307","6001","908","4616","1022","235","117","516","256","60","74","69","65","1720","615","60","97","1660","604","11981","1307","3205","777","137","99","570","382","56","58","20","22","3637","1126","4356","921","3683","817","673","405",
"1600000US0604198","Bass Lake CDP, California","336","242","308","224","297","223","0","14","0","14","0","14","0","14","0","14","11","17","11","17","0","14","28","31","18","27","0","14","10","16","0","14","0","14","0","14","0","14","0","14","0","14",
"1600000US0604415","Bay Point CDP, California","24065","1942","8965","971","2885","511","2035","598","105","68","2855","646","276","330","79","70","730","340","23","23","707","333","15100","2023","1618","593","0","25","256","204","171","198","0","25","8073","2048","4982","1253","4469","1208","513","537",
"1600000US0604470","Bayview CDP (Contra Costa County), California","2533","1262","889","320","596","279","84","108","0","14","209","175","0","14","0","14","0","14","0","14","0","14","1644","1254","174","185","0","14","2","15","0","14","0","14","618","522","850","1106","735","1079","115","132",
"1600000US0604478","Bayview CDP (Humboldt County), California","2708","628","2340","594","1866","559","0","14","27","27","199","143","0","14","62","86","186","112","45","45","141","109","368","231","61","69","0","14","0","14","0","14","0","14","231","174","76","94","76","94","0","14",
"1600000US0604549","Baywood Park CDP, California","1481","310","1443","306","879","238","1","8","0","14","448","174","0","14","65","87","50","39","0","14","50","39","38","27","8","12","0","14","0","14","0","14","0","14","23","26","7","13","7","13","0","14",
"1600000US0604576","Beale AFB CDP, California","1174","153","1008","169","849","162","36","54","3","5","45","30","0","14","0","14","75","44","0","14","75","44","166","91","8","12","7","10","54","76","0","14","0","14","36","45","61","42","34","45","27","30",
"1600000US0604632","Bear Creek CDP, California","231","203","78","90","78","90","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","153","163","106","140","0","14","0","14","0","14","0","14","9","15","38","62","38","62","0","14",
"1600000US0604716","Bear Valley CDP (Alpine County), California","80","60","80","60","80","60","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14",
"1600000US0604730","Bear Valley CDP (Mariposa County), California","239","159","172","107","152","112","0","14","0","14","20","30","0","14","0","14","0","14","0","14","0","14","67","82","67","82","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14",
"1600000US0604734","Bear Valley Springs CDP, California","5787","608","5175","590","4507","591","21","30","0","19","148","109","0","19","184","205","315","175","0","19","315","175","612","208","279","124","0","19","62","87","0","19","0","19","128","106","143","109","133","107","10","17",
"1600000US0604758","Beaumont city, California","54817","43","29643","1571","18711","1660","4720","1100","97","73","4180","826","12","20","227","159","1696","498","462","368","1234","362","25174","1573","7700","1319","333","216","645","291","104","134","36","56","9170","1650","7186","1493","6174","1443","1012","482",
"1600000US0604772","Beckwourth CDP, California","442","332","425","333","425","333","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","17","26","17","26","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14",
"1600000US0604856","Belden CDP, California","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14",
"1600000US0604870","Bell city, California","32830","40","3270","812","1954","761","670","505","42","39","314","284","57","73","50","73","183","151","76","121","107","114","29560","813","8457","1261","19","23","321","210","106","164","0","29","7974","1168","12683","1506","12332","1531","351","172",
"1600000US0604926","Bella Vista CDP, California","3843","652","3537","574","3135","487","0","14","52","49","249","183","0","14","0","14","101","65","7","11","94","63","306","155","36","27","0","14","7","10","0","14","0","14","189","119","74","52","62","49","12","19",
"1600000US0604938","Bell Canyon CDP, California","1896","331","1756","332","1331","354","14","23","0","14","335","159","0","14","64","56","12","17","0","14","12","17","140","98","25","28","7","10","0","14","0","14","0","14","19","20","89","74","61","70","28","36",
"1600000US0604982","Bellflower city, California","77396","99","30345","1589","9773","1058","8722","1119","106","70","9085","934","137","165","396","257","2126","570","528","427","1598","437","47051","1602","7957","1235","211","161","900","480","189","180","59","66","26142","1508","11593","1693","10575","1608","1018","501",
"1600000US0604996","Bell Gardens city, California","38661","37","1543","448","803","289","450","322","0","29","122","115","29","34","19","32","120","92","0","29","120","92","37118","449","9789","1170","83","104","478","202","0","29","0","29","9361","1276","17407","1405","17062","1417","345","176",
"1600000US0605108","Belmont city, California","27505","48","23654","686","12694","757","421","230","66","139","8081","930","270","352","343","253","1779","419","305","175","1474","396","3851","686","1246","543","168","164","17","30","23","36","77","109","1242","467","1078","370","895","363","183","74",
"1600000US0605164","Belvedere city, California","2415","298","2247","307","2100","293","15","17","0","14","64","46","0","14","9","15","59","43","0","14","59","43","168","102","105","92","0","14","0","14","0","14","0","14","0","14","63","42","44","44","19","28",
"1600000US0605262","Benbow CDP, California","401","297","401","297","382","297","0","14","0","14","0","14","0","14","19","30","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14",
"1600000US0605276","Bend CDP, California","537","229","520","229","395","170","0","14","0","14","47","47","0","14","0","14","78","101","0","14","78","101","17","40","0","14","0","14","0","14","0","14","0","14","17","40","0","14","0","14","0","14",
"1600000US0605290","Benicia city, California","26861","74","22770","556","15989","784","938","322","25","31","3210","556","72","69","246","167","2290","500","303","215","1987","416","4091","559","1291","476","0","25","13","21","10","16","22","34","1030","323","1725","456","1248","355","477","251",
"1600000US0605332","Ben Lomond CDP, California","6849","966","6255","944","5851","872","15","25","0","19","137","90","0","19","17","26","235","169","129","145","106","66","594","228","282","137","0","19","22","33","0","19","0","19","184","116","106","100","106","100","0","19",
"1600000US0605346","Benton CDP, California","368","197","308","173","225","155","0","14","43","32","0","14","0","14","6","10","34","44","0","14","34","44","60","64","18","23","0","14","0","14","0","14","0","14","16","19","26","42","0","14","26","42",
"1600000US0605356","Benton Park CDP, California","5682","906","1632","517","1043","437","418","248","33","37","67","67","13","24","0","19","58","50","14","24","44","43","4050","851","1260","517","76","110","23","31","20","32","0","19","2290","770","381","196","345","188","36","53",
